T3,u,m_loi,z1,overload_ratio,suggested_m
637498.06,3.07,2.5,28,1.41,3.0
1172490.4,3.58,3.0,27,1.24,3.5
887116.98,2.74,2.5,23,1.47,3.0
544581.42,3.74,2.0,28,1.19,2.5
955107.58,2.35,2.0,21,1.48,2.5
1173413.04,3.01,2.0,21,1.25,2.5
1102391.96,4.2,2.5,32,1.15,3.0
642755.27,2.25,3.0,21,1.25,3.5
1602035.73,3.48,2.0,31,1.38,2.5
553541.0,3.06,3.0,29,1.39,3.5
681802.8,4.37,2.5,26,1.15,3.0
1035371.22,3.12,2.5,19,1.17,3.0
873066.27,3.6,2.5,22,1.49,3.0
827282.16,2.35,2.0,20,1.48,2.5
2035752.61,4.32,2.0,24,1.17,2.5
465336.53,2.41,3.0,26,1.2,3.5
895094.75,3.44,2.5,27,1.24,3.0
1560295.35,4.06,2.5,22,1.15,3.0
1668520.74,3.97,3.0,24,1.1,3.5
938362.3,2.88,1.5,28,1.27,2.0
956106.14,4.07,3.0,24,1.49,3.5
948295.07,2.45,1.5,31,1.49,2.0
651908.97,2.19,2.0,24,1.33,2.5
774523.5,2.25,2.5,25,1.32,3.0
832267.22,2.28,2.5,24,1.48,3.0
637035.98,4.4,2.5,29,1.33,3.0
1018503.57,4.43,2.0,25,1.39,2.5
623622.33,3.61,2.5,32,1.4,3.0
1329946.82,3.2,2.5,20,1.16,3.0
1076255.66,2.52,3.0,21,1.2,3.5
1242947.05,3.53,2.5,20,1.4,3.0
1552980.13,3.46,3.0,29,1.24,3.5
1252327.24,3.47,1.5,23,1.26,2.0
1081121.13,3.49,3.0,31,1.33,3.5
769262.54,2.96,3.0,23,1.25,3.5
1093468.75,4.25,1.5,25,1.11,2.0
558050.34,2.37,2.0,19,1.33,2.5
1333977.37,3.07,2.5,19,1.18,3.0
1032384.92,3.08,1.5,21,1.4,2.0
1328647.33,3.94,2.0,24,1.27,2.5
1351095.78,3.93,2.5,28,1.47,3.0
919882.18,2.92,3.0,23,1.42,3.5
642433.47,3.25,2.5,19,1.4,3.0
663766.55,3.9,3.0,20,1.34,3.5
920331.63,2.27,2.5,25,1.27,3.0
662839.36,3.93,2.5,18,1.4,3.0
1545269.03,3.4,2.0,26,1.27,2.5
502174.57,2.54,1.5,32,1.37,2.0
721598.14,2.38,3.0,21,1.28,3.5
1111428.88,2.79,2.5,18,1.17,3.0
689839.83,2.83,3.0,19,1.38,3.5
1803743.23,4.21,2.0,31,1.48,2.5
1023873.75,2.36,2.5,29,1.2,3.0
734431.51,3.75,2.0,32,1.16,2.5
1447291.1,3.33,2.0,30,1.25,2.5
673053.18,3.34,2.0,26,1.38,2.5
628105.75,2.03,3.0,19,1.13,3.5
1791518.0,4.42,3.0,18,1.28,3.5
1821717.75,3.84,2.0,31,1.11,2.5
1355664.16,4.42,2.0,27,1.44,2.5
747574.62,4.36,2.0,21,1.4,2.5
1589795.17,3.83,3.0,32,1.11,3.5
1709846.83,3.77,2.5,30,1.44,3.0
1067311.84,3.95,3.0,31,1.33,3.5
1074353.51,3.83,3.0,22,1.28,3.5
1235874.17,3.03,2.0,24,1.23,2.5
517984.56,2.43,2.0,30,1.12,2.5
957962.35,3.17,2.0,31,1.2,2.5
703064.01,4.25,2.0,20,1.21,2.5
847826.09,3.92,2.5,19,1.11,3.0
503188.82,2.53,3.0,22,1.23,3.5
1203664.67,3.2,3.0,22,1.44,3.5
1418064.38,3.53,3.0,31,1.38,3.5
1100335.78,2.8,2.0,24,1.49,2.5
1429598.04,4.36,1.5,31,1.46,2.0
1676204.81,4.19,1.5,21,1.37,2.0
1547586.91,3.93,3.0,23,1.14,3.5
398970.85,2.1,1.5,21,1.18,2.0
1867238.75,4.24,2.0,27,1.16,2.5
957929.85,3.72,2.0,32,1.32,2.5
1398564.65,3.53,1.5,21,1.15,2.0
2057413.36,4.34,1.5,27,1.5,2.0
1599895.71,3.4,3.0,30,1.23,3.5
1558463.31,4.32,2.0,29,1.13,2.5
790606.51,3.98,2.0,27,1.38,2.5
1499465.38,4.0,3.0,28,1.17,3.5
695086.05,3.17,2.0,21,1.23,2.5
827764.48,2.41,2.0,26,1.25,2.5
650335.27,3.12,1.5,25,1.14,2.0
595103.53,3.57,1.5,18,1.36,2.0
1940537.43,4.34,2.0,32,1.37,2.5
610482.16,2.42,2.0,25,1.28,2.5
438809.68,2.9,2.0,31,1.15,2.5
446280.38,2.81,2.0,20,1.23,2.5
731278.43,3.96,1.5,25,1.44,2.0
988135.14,2.82,1.5,30,1.15,2.0
850924.5,2.54,1.5,24,1.2,2.0
862749.47,4.07,2.5,26,1.4,3.0
1294156.41,3.21,2.5,20,1.35,3.0
1349469.49,4.31,3.0,25,1.31,3.5
1404852.91,4.13,3.0,18,1.35,3.5
831819.71,3.53,2.5,29,1.37,3.0
461919.85,3.22,2.0,20,1.42,2.5
1221427.0,4.38,2.0,29,1.25,2.5
1239588.26,4.02,3.0,29,1.37,3.5
1802922.34,3.87,3.0,20,1.16,3.5
1333922.3,3.27,2.0,32,1.22,2.5
852246.03,2.58,1.5,22,1.46,2.0
718005.17,2.0,2.5,29,1.29,3.0
542736.62,2.23,2.5,31,1.46,3.0
858733.22,3.69,1.5,31,1.12,2.0
537781.02,3.77,1.5,26,1.32,2.0
1996864.86,4.34,2.5,28,1.2,3.0
1724095.99,3.64,1.5,25,1.49,2.0
967916.01,2.47,1.5,21,1.41,2.0
1578330.79,3.48,2.5,32,1.48,3.0
724572.7,2.67,3.0,21,1.22,3.5
550427.71,2.78,2.0,31,1.21,2.5
785892.36,2.84,3.0,19,1.45,3.5
578569.96,3.6,1.5,22,1.31,2.0
1348764.85,3.55,2.5,30,1.49,3.0
770432.64,3.11,2.0,32,1.25,2.5
523930.24,3.32,3.0,21,1.23,3.5
1555112.25,3.46,3.0,26,1.47,3.5
695629.06,2.44,2.5,18,1.22,3.0
1270053.25,3.04,2.5,23,1.47,3.0
1876593.14,4.31,3.0,25,1.3,3.5
1571381.25,3.4,3.0,24,1.47,3.5
542215.71,3.61,1.5,20,1.38,2.0
771205.77,4.02,2.0,21,1.47,2.5
1428214.64,3.11,2.5,28,1.35,3.0
1318766.05,3.18,2.5,30,1.44,3.0
1553182.13,4.41,2.0,18,1.21,2.5
1684401.13,4.44,2.5,26,1.3,3.0
462734.49,2.06,1.5,32,1.29,2.0
913442.75,2.94,2.0,31,1.14,2.5
884410.33,3.56,2.5,24,1.49,3.0
496725.2,2.02,2.5,29,1.21,3.0
1047651.87,2.66,2.0,32,1.21,2.5
968597.33,2.75,2.0,30,1.29,2.5
663223.68,2.27,1.5,18,1.25,2.0
752093.7,4.23,1.5,24,1.46,2.0
821013.43,3.46,2.0,21,1.48,2.5
663266.22,4.38,2.5,19,1.13,3.0
953136.87,2.9,2.5,19,1.42,3.0
577710.27,2.54,3.0,28,1.29,3.5
1025368.21,4.35,3.0,21,1.35,3.5
1203977.36,4.07,1.5,21,1.35,2.0
911504.72,2.35,1.5,30,1.47,2.0
1334326.54,3.49,2.5,31,1.3,3.0
1021712.54,2.86,2.5,31,1.21,3.0
759647.97,2.48,2.0,18,1.37,2.5
1081286.35,4.16,2.5,26,1.44,3.0
923370.56,2.41,1.5,23,1.14,2.0
676509.83,4.19,2.0,24,1.28,2.5
1623729.99,3.71,2.5,32,1.47,3.0
1234442.73,4.05,3.0,22,1.31,3.5
414565.47,2.21,1.5,22,1.2,2.0
669622.59,2.34,2.5,30,1.26,3.0
1607121.93,3.75,2.5,31,1.4,3.0
837726.35,3.5,1.5,23,1.44,2.0
753652.75,2.44,2.0,21,1.13,2.5
495879.65,2.1,2.0,18,1.19,2.5
711067.47,4.33,1.5,26,1.47,2.0
770985.46,3.62,1.5,22,1.5,2.0
1331769.1,4.28,1.5,23,1.36,2.0
1936333.71,4.14,2.0,27,1.42,2.5
952433.89,3.36,2.5,18,1.14,3.0
649668.96,4.23,2.0,21,1.2,2.5
654791.58,2.56,1.5,23,1.25,2.0
1405576.58,3.6,1.5,25,1.22,2.0
934292.48,2.96,2.5,30,1.16,3.0
772361.54,2.02,1.5,25,1.48,2.0
504637.5,2.55,2.5,24,1.2,3.0
498458.94,3.27,1.5,28,1.22,2.0
760776.21,2.34,3.0,21,1.14,3.5
991928.41,2.68,2.0,27,1.17,2.5
372337.19,2.02,3.0,18,1.31,3.5
1625060.17,3.85,1.5,29,1.38,2.0
897355.56,2.2,1.5,19,1.2,2.0
976396.46,2.78,2.0,31,1.27,2.5
1286699.25,3.35,2.5,25,1.48,3.0
825942.88,2.15,1.5,24,1.12,2.0
1027850.78,3.99,2.0,31,1.34,2.5
413150.17,2.61,2.0,31,1.24,2.5
729823.09,2.01,3.0,26,1.26,3.5
935722.26,3.43,2.5,28,1.37,3.0
808107.91,2.77,2.5,26,1.41,3.0
1675378.1,3.67,2.0,20,1.17,2.5
931179.77,2.64,2.5,22,1.39,3.0
780484.07,4.09,2.5,20,1.13,3.0
1284416.38,3.37,2.0,27,1.46,2.5
428453.39,2.59,2.0,26,1.24,2.5
939724.02,3.62,2.0,24,1.11,2.5
423239.1,2.1,3.0,30,1.15,3.5
904250.38,3.44,3.0,31,1.26,3.5
701135.12,4.0,2.5,18,1.45,3.0
775253.41,3.82,2.0,20,1.29,2.5
969444.68,2.86,1.5,19,1.2,2.0
1232178.69,3.06,2.5,23,1.43,3.0
1456664.86,3.99,3.0,28,1.18,3.5
790418.8,3.55,2.5,22,1.33,3.0
1136449.97,2.54,3.0,22,1.36,3.5
668158.39,2.81,2.0,18,1.23,2.5
1604758.54,4.12,1.5,21,1.18,2.0
568475.61,3.25,1.5,18,1.34,2.0
996562.55,2.47,3.0,18,1.31,3.5
724492.87,3.07,2.5,19,1.36,3.0
759760.75,4.09,2.5,25,1.46,3.0
859203.93,3.6,2.5,23,1.2,3.0
868950.96,2.61,2.0,23,1.4,2.5
882340.3,2.14,2.5,21,1.16,3.0
1222756.89,2.59,1.5,22,1.1,2.0
398687.21,2.05,1.5,21,1.17,2.0
1644770.29,4.35,2.5,28,1.17,3.0
1192546.89,2.91,3.0,26,1.42,3.5
1666926.91,4.32,2.5,28,1.36,3.0
712325.25,3.7,1.5,29,1.15,2.0
979025.15,2.65,1.5,25,1.32,2.0
1206527.05,4.06,2.0,29,1.24,2.5
1904617.19,4.28,2.5,26,1.25,3.0
515548.0,3.03,2.5,26,1.19,3.0
1335504.13,3.66,1.5,18,1.41,2.0
532835.32,2.47,1.5,30,1.5,2.0
1746516.16,4.4,2.5,22,1.19,3.0
1322111.35,3.15,2.0,19,1.41,2.5
1203513.07,2.87,1.5,19,1.49,2.0
893095.43,2.99,1.5,20,1.13,2.0
715095.32,2.1,3.0,31,1.34,3.5
646873.71,2.45,2.5,32,1.27,3.0
490850.22,3.01,3.0,26,1.5,3.5
564173.08,3.53,2.0,27,1.25,2.5
1293344.22,3.48,2.0,24,1.26,2.5
1263187.09,4.2,3.0,25,1.22,3.5
1354422.14,4.05,1.5,28,1.4,2.0
876639.58,2.08,1.5,29,1.11,2.0
1259988.51,4.26,2.0,19,1.24,2.5
370910.29,2.1,2.0,18,1.18,2.5
1155961.69,3.8,3.0,32,1.27,3.5
646770.94,4.28,2.5,22,1.26,3.0
673130.78,3.16,3.0,32,1.37,3.5
1039148.44,2.3,2.5,18,1.5,3.0
887656.04,3.98,2.0,26,1.47,2.5
1635457.99,3.53,2.0,31,1.16,2.5
804251.03,3.4,3.0,23,1.27,3.5
1182641.4,3.31,2.5,29,1.4,3.0
1432589.75,3.03,3.0,26,1.27,3.5
1690390.64,3.74,3.0,22,1.2,3.5
886252.28,4.26,1.5,19,1.18,2.0
1069934.38,3.27,2.0,32,1.39,2.5
1644887.9,4.0,3.0,21,1.49,3.5
1855844.81,4.43,2.0,21,1.3,2.5
614380.77,3.36,2.0,24,1.18,2.5
696849.07,3.51,3.0,31,1.36,3.5
1111925.78,2.78,1.5,21,1.12,2.0
620992.82,2.37,2.5,27,1.11,3.0
399883.8,2.08,2.0,26,1.23,2.5
887174.13,3.62,1.5,29,1.44,2.0
795888.49,3.22,1.5,27,1.46,2.0
936126.1,2.53,2.5,25,1.25,3.0
1228722.08,2.69,2.5,18,1.31,3.0
503060.59,2.55,2.5,29,1.45,3.0
1489674.44,4.07,3.0,30,1.16,3.5
1656017.77,4.42,3.0,24,1.42,3.5
989297.1,2.57,2.0,22,1.14,2.5
618964.17,3.94,3.0,19,1.46,3.5
509616.88,2.47,2.0,27,1.14,2.5
482730.0,2.8,3.0,19,1.26,3.5
1504874.25,4.33,3.0,29,1.33,3.5
1059330.68,2.66,1.5,22,1.16,2.0
1048864.43,3.34,3.0,28,1.32,3.5
1621188.7,3.56,2.0,28,1.38,2.5
1015566.09,2.22,1.5,29,1.46,2.0
538048.29,2.21,3.0,23,1.24,3.5
871833.21,3.45,3.0,23,1.27,3.5
592979.83,2.08,2.0,24,1.38,2.5
884188.26,3.76,2.0,29,1.38,2.5
1254064.1,4.5,3.0,21,1.29,3.5
673008.9,3.35,1.5,22,1.48,2.0
577324.45,2.5,2.5,31,1.11,3.0
724669.98,2.08,3.0,30,1.26,3.5
1548306.84,3.98,1.5,21,1.45,2.0
437845.28,2.87,1.5,18,1.39,2.0
588954.67,2.27,3.0,18,1.49,3.5
888339.53,2.25,1.5,27,1.1,2.0
892155.0,2.88,3.0,28,1.49,3.5
828811.63,3.43,1.5,21,1.21,2.0
733904.76,4.05,3.0,23,1.35,3.5
1089979.26,4.39,1.5,32,1.49,2.0
1298754.05,3.18,3.0,31,1.16,3.5
1505553.18,3.85,2.5,21,1.21,3.0
882577.4,3.53,2.0,22,1.12,2.5
1887808.75,4.37,3.0,27,1.19,3.5
1480811.57,3.15,3.0,26,1.4,3.5
955582.25,2.72,2.5,23,1.29,3.0
389719.5,2.14,2.0,27,1.16,2.5
687044.97,2.58,3.0,20,1.36,3.5
1297857.49,3.82,2.0,24,1.2,2.5
873985.76,2.24,2.0,26,1.26,2.5
879595.04,2.28,2.5,23,1.12,3.0
694731.82,3.24,1.5,21,1.4,2.0
552787.87,2.62,3.0,23,1.44,3.5
735136.38,3.0,2.0,19,1.22,2.5
759988.8,2.68,3.0,31,1.26,3.5
814382.21,2.48,2.5,28,1.21,3.0
684473.69,2.84,2.0,27,1.19,2.5
570723.86,3.89,1.5,32,1.32,2.0
971260.62,2.24,2.0,32,1.42,2.5
1281495.16,3.37,2.5,21,1.38,3.0
553975.68,2.19,3.0,30,1.48,3.5
542814.98,3.34,3.0,24,1.21,3.5
824197.89,3.11,2.0,25,1.14,2.5
1039296.33,2.96,1.5,27,1.18,2.0
1362794.44,4.4,2.5,27,1.43,3.0
591246.63,3.15,2.0,30,1.4,2.5
1749066.44,3.8,3.0,30,1.33,3.5
1370882.56,4.32,3.0,19,1.19,3.5
1838712.57,4.38,2.5,29,1.42,3.0
868795.68,3.62,2.5,29,1.24,3.0
1276733.59,3.6,2.5,20,1.47,3.0
1038448.08,3.88,2.5,24,1.35,3.0
1159792.96,3.94,1.5,30,1.36,2.0
915777.22,2.16,1.5,32,1.19,2.0
431160.38,2.32,2.5,28,1.3,3.0
636604.87,2.36,1.5,28,1.5,2.0
1072815.52,3.32,2.5,19,1.11,3.0
1272404.99,3.25,2.5,31,1.16,3.0
1304298.77,3.09,3.0,22,1.37,3.5
1215709.73,4.25,2.5,21,1.28,3.0
1580285.96,4.25,3.0,25,1.28,3.5
1171023.24,2.62,1.5,20,1.13,2.0
704774.74,3.17,2.0,20,1.32,2.5
1376452.61,3.97,1.5,32,1.31,2.0
1129037.04,2.51,1.5,32,1.26,2.0
1403575.77,3.16,1.5,18,1.27,2.0
1057656.93,3.91,2.0,28,1.15,2.5
509065.33,2.21,1.5,22,1.15,2.0
1358947.87,3.77,3.0,31,1.45,3.5
408972.36,2.46,1.5,18,1.49,2.0
1035917.79,2.52,2.5,22,1.45,3.0
987352.02,3.9,2.5,22,1.32,3.0
548139.77,2.7,3.0,24,1.28,3.5
649276.25,3.85,2.5,32,1.35,3.0
844748.95,3.53,2.5,18,1.43,3.0
807085.58,3.09,3.0,32,1.35,3.5
1334213.67,2.93,2.0,25,1.2,2.5
1198829.72,4.06,2.0,18,1.45,2.5
646110.86,2.13,2.5,27,1.48,3.0
371718.8,2.38,2.5,31,1.37,3.0
870694.86,2.35,2.5,23,1.41,3.0
901821.02,2.95,3.0,26,1.43,3.5
655050.65,2.37,2.0,31,1.33,2.5
1568630.67,4.12,1.5,30,1.17,2.0
1052177.35,3.82,3.0,19,1.15,3.5
1024692.04,4.43,1.5,30,1.15,2.0
1558579.18,3.3,2.0,24,1.34,2.5
790895.64,2.49,2.0,20,1.25,2.5
1310023.08,3.69,1.5,30,1.17,2.0
681695.1,4.04,2.0,31,1.36,2.5
1153482.53,3.48,1.5,25,1.31,2.0
985196.54,2.93,2.5,26,1.46,3.0
1388975.97,3.95,2.0,30,1.33,2.5
401515.03,2.5,3.0,21,1.41,3.5
1241110.67,2.85,2.5,32,1.11,3.0
730979.15,2.75,1.5,22,1.2,2.0
726685.6,2.65,3.0,20,1.11,3.5
891165.76,2.25,2.5,27,1.28,3.0
817444.39,2.3,2.0,31,1.45,2.5
1693509.71,3.87,1.5,19,1.43,2.0
1196215.52,3.0,3.0,29,1.25,3.5
889243.38,3.64,3.0,18,1.28,3.5
1714618.8,3.75,1.5,29,1.37,2.0
1385183.05,3.78,1.5,23,1.45,2.0
604304.72,2.18,1.5,27,1.34,2.0
708086.04,3.88,1.5,23,1.13,2.0
1101222.03,2.88,2.5,20,1.26,3.0
877326.4,3.03,3.0,21,1.22,3.5
935324.42,3.13,2.5,25,1.13,3.0
854413.5,3.28,2.0,28,1.27,2.5
604053.66,2.01,3.0,27,1.24,3.5
963197.72,2.16,3.0,21,1.5,3.5
700385.95,2.18,3.0,31,1.26,3.5
641213.95,2.86,2.5,31,1.28,3.0
1046941.12,3.75,2.0,28,1.29,2.5
1046819.07,3.21,1.5,18,1.25,2.0
910141.04,3.52,2.5,32,1.23,3.0
364357.63,2.03,2.5,25,1.3,3.0
925573.11,4.07,2.0,23,1.19,2.5
980307.72,3.24,1.5,22,1.23,2.0
906877.26,2.3,2.5,18,1.19,3.0
1531016.58,4.32,3.0,22,1.27,3.5
1387597.86,3.42,2.0,27,1.49,2.5
1186490.16,2.74,1.5,18,1.25,2.0
1696870.45,3.65,1.5,26,1.32,2.0
734823.02,2.28,2.0,23,1.3,2.5
1170341.88,3.56,2.5,23,1.38,3.0
594044.88,3.47,2.5,24,1.5,3.0
1342280.76,4.06,1.5,28,1.4,2.0
1663200.81,4.46,1.5,27,1.12,2.0
998150.04,4.02,2.5,19,1.24,3.0
1336658.79,4.05,1.5,20,1.27,2.0
687065.17,2.84,2.5,19,1.47,3.0
1083006.33,2.69,2.0,21,1.31,2.5
1133491.53,4.03,1.5,27,1.12,2.0
730486.4,3.44,2.5,27,1.29,3.0
832900.24,2.11,1.5,22,1.28,2.0
1548898.19,3.88,2.0,23,1.17,2.5
1773124.67,4.46,3.0,27,1.32,3.5
1399029.58,3.25,3.0,18,1.32,3.5
1036363.27,2.36,1.5,26,1.47,2.0
1225277.26,3.93,3.0,32,1.19,3.5
934046.23,3.7,2.0,21,1.32,2.5
552768.38,2.24,3.0,21,1.41,3.5
1263134.49,3.97,1.5,23,1.19,2.0
399905.02,2.07,3.0,27,1.17,3.5
580433.8,2.94,1.5,24,1.39,2.0
820060.14,2.2,1.5,31,1.35,2.0
1692046.97,3.6,2.0,22,1.18,2.5
1624509.91,3.87,2.5,30,1.39,3.0
816208.43,3.69,1.5,29,1.2,2.0
1193936.77,3.89,2.5,19,1.31,3.0
876548.94,3.99,3.0,19,1.16,3.5
993745.85,2.52,2.0,26,1.27,2.5
1435173.89,3.2,2.0,27,1.44,2.5
834913.99,2.16,3.0,30,1.43,3.5
1004319.9,3.27,2.5,26,1.18,3.0
1741199.05,3.83,2.0,19,1.25,2.5
796884.76,2.34,2.5,31,1.46,3.0
1830859.5,4.18,3.0,21,1.24,3.5
1046210.59,3.76,3.0,18,1.48,3.5
1281450.26,3.26,1.5,21,1.21,2.0
1479987.8,3.29,3.0,26,1.38,3.5
469345.77,2.57,3.0,24,1.13,3.5
1673136.5,3.97,2.0,19,1.37,2.5
384974.93,2.02,2.0,24,1.38,2.5
475131.58,2.64,1.5,25,1.12,2.0
1380177.5,3.47,1.5,25,1.46,2.0
428588.05,2.03,2.0,23,1.19,2.5
558203.19,2.92,3.0,24,1.3,3.5
1457296.43,3.67,1.5,22,1.13,2.0
1102866.52,3.01,2.0,19,1.42,2.5
999830.68,2.52,2.5,23,1.16,3.0
1811427.97,4.39,3.0,23,1.35,3.5
717430.63,2.54,3.0,30,1.24,3.5
1438121.36,3.7,3.0,26,1.13,3.5
1581994.99,3.71,2.5,19,1.44,3.0
580385.11,3.43,2.5,26,1.14,3.0
709824.93,3.16,2.5,30,1.39,3.0
664670.33,2.25,1.5,31,1.49,2.0
918135.11,3.84,1.5,19,1.24,2.0
792471.63,4.15,2.5,27,1.28,3.0
911062.09,4.26,2.0,21,1.34,2.5
699590.8,4.07,2.5,25,1.11,3.0
1360314.25,3.39,3.0,29,1.3,3.5
694537.11,3.06,2.0,22,1.32,2.5
1315305.02,3.53,2.0,24,1.17,2.5
909562.05,2.03,1.5,19,1.15,2.0
998230.3,2.95,2.5,25,1.11,3.0
1362989.78,3.06,2.5,27,1.13,3.0
663712.79,2.99,2.0,32,1.25,2.5
1099425.38,3.13,1.5,23,1.29,2.0
946386.35,4.35,1.5,25,1.37,2.0
1095299.32,3.03,1.5,29,1.23,2.0
764568.53,4.05,1.5,24,1.19,2.0
1329855.82,3.96,2.0,31,1.42,2.5
1268264.72,3.94,3.0,20,1.22,3.5
780192.67,3.36,2.0,32,1.42,2.5
536825.5,2.7,1.5,28,1.15,2.0
1273029.81,3.64,2.5,23,1.34,3.0
560459.29,3.35,2.5,28,1.32,3.0
1035838.78,2.58,3.0,27,1.12,3.5
430707.48,2.33,2.5,21,1.1,3.0
888030.69,2.26,2.0,22,1.16,2.5
679381.38,2.82,2.0,29,1.32,2.5
1564213.99,4.06,2.0,20,1.28,2.5
1037686.85,3.24,3.0,18,1.26,3.5
623229.14,2.49,2.5,26,1.49,3.0
771577.76,2.17,1.5,23,1.27,2.0
830190.4,2.54,1.5,20,1.21,2.0
1107629.76,3.75,2.5,32,1.28,3.0
351903.51,2.26,2.5,21,1.24,3.0
1164999.0,3.03,2.0,19,1.15,2.5
955044.4,2.26,2.5,19,1.48,3.0
1066121.03,3.65,1.5,19,1.27,2.0
899849.91,4.18,1.5,27,1.11,2.0
1742491.97,3.99,1.5,21,1.11,2.0
854394.56,3.66,3.0,28,1.27,3.5
1246383.85,4.02,2.5,19,1.27,3.0
1850462.23,3.93,2.5,26,1.23,3.0
676179.72,4.31,3.0,32,1.3,3.5
1355574.71,4.42,2.0,26,1.28,2.5
1388409.81,3.5,2.0,26,1.33,2.5
2084232.12,4.46,2.0,25,1.37,2.5
542721.45,2.71,2.0,21,1.38,2.5
909868.55,2.18,1.5,20,1.11,2.0
917033.79,2.56,2.0,28,1.42,2.5
1496980.59,3.18,1.5,31,1.34,2.0
881951.36,2.72,3.0,22,1.46,3.5
1615843.71,3.71,3.0,32,1.42,3.5
1254764.34,2.82,1.5,19,1.48,2.0
846217.04,2.03,1.5,22,1.41,2.0
936599.07,2.82,2.0,29,1.41,2.5
606197.7,2.64,2.0,21,1.14,2.5
1635406.4,4.31,3.0,32,1.45,3.5
530112.51,3.6,2.5,31,1.48,3.0
1213700.26,3.7,1.5,24,1.4,2.0
1011143.84,4.03,2.5,32,1.2,3.0
632932.11,2.21,2.0,25,1.27,2.5
434717.76,2.28,2.5,18,1.19,3.0
406697.39,2.08,2.5,29,1.23,3.0
780593.83,4.34,2.5,29,1.17,3.0
1605607.38,3.96,2.0,24,1.37,2.5
956641.94,4.31,2.0,26,1.29,2.5
1502365.68,3.39,3.0,21,1.17,3.5
1316953.53,3.02,3.0,27,1.17,3.5
745942.43,2.34,2.0,27,1.18,2.5
655458.83,2.94,1.5,20,1.27,2.0
1656198.26,4.39,1.5,22,1.19,2.0
960637.87,3.77,3.0,18,1.29,3.5
456934.16,2.44,1.5,32,1.24,2.0
1013806.73,2.94,1.5,29,1.15,2.0
731999.42,2.86,2.0,27,1.34,2.5
1282930.29,3.4,1.5,20,1.14,2.0
484588.52,3.05,2.5,26,1.35,3.0
1008957.61,2.94,1.5,18,1.32,2.0
1849211.38,4.36,3.0,26,1.11,3.5
1109733.64,2.76,2.0,23,1.11,2.5
617318.21,3.07,1.5,19,1.22,2.0
1039729.23,4.22,1.5,32,1.21,2.0
1233383.67,3.12,2.5,27,1.41,3.0
758102.11,2.87,2.5,30,1.42,3.0
1304137.52,3.79,2.0,22,1.2,2.5
1987914.66,4.32,1.5,23,1.14,2.0
1107231.98,3.39,2.0,22,1.29,2.5
694335.05,2.89,2.5,28,1.26,3.0
440675.33,2.48,3.0,29,1.27,3.5
1420984.8,4.07,2.5,29,1.35,3.0
1449316.71,3.2,3.0,24,1.18,3.5
1208871.83,3.88,1.5,29,1.36,2.0
850985.54,2.59,2.5,25,1.4,3.0
598831.74,2.71,3.0,30,1.25,3.5
1915685.2,4.29,3.0,24,1.1,3.5
677424.03,3.64,2.5,20,1.14,3.0
710918.63,2.01,2.5,25,1.31,3.0
497513.19,2.67,2.0,31,1.33,2.5
1231449.42,4.28,3.0,25,1.29,3.5
1576426.34,3.41,2.5,25,1.46,3.0
1142659.03,2.48,3.0,30,1.36,3.5
1019964.86,2.73,3.0,19,1.37,3.5
561110.73,2.07,2.5,21,1.23,3.0
546139.27,2.07,2.5,24,1.38,3.0
836201.44,2.74,2.5,32,1.48,3.0
1037750.07,3.58,1.5,20,1.18,2.0
1391154.3,3.41,2.0,29,1.26,2.5
605107.23,2.63,2.5,20,1.49,3.0
1179702.11,3.21,1.5,31,1.43,2.0
493215.19,2.91,1.5,30,1.28,2.0
817684.5,3.32,3.0,20,1.25,3.5
357789.51,2.01,2.0,31,1.25,2.5
724170.7,2.53,3.0,29,1.4,3.5
1709708.37,4.34,2.5,21,1.26,3.0
730235.59,2.04,2.5,29,1.13,3.0
1157576.61,3.15,2.5,25,1.4,3.0
806748.05,2.42,3.0,29,1.11,3.5
409398.17,2.73,2.0,21,1.21,2.5
911231.7,2.38,3.0,30,1.22,3.5
780724.46,3.32,3.0,22,1.35,3.5
839430.41,2.76,1.5,19,1.49,2.0
634107.35,2.75,3.0,27,1.17,3.5
697247.91,2.28,2.0,19,1.1,2.5
806219.88,2.41,2.0,31,1.24,2.5
753661.6,3.06,2.0,27,1.24,2.5
584201.55,2.05,2.5,26,1.5,3.0
920884.65,2.03,1.5,23,1.33,2.0
1032985.76,2.94,1.5,31,1.16,2.0
1870691.57,4.38,2.0,19,1.36,2.5
1070364.21,2.32,2.0,28,1.17,2.5
845989.29,2.85,1.5,20,1.16,2.0
808836.35,4.4,2.0,19,1.45,2.5
1390862.37,3.72,3.0,29,1.46,3.5
523398.05,3.35,1.5,31,1.21,2.0
1815184.48,4.44,3.0,23,1.2,3.5
1325805.97,3.76,1.5,29,1.4,2.0
1390354.47,3.84,3.0,23,1.3,3.5
1759638.45,4.49,3.0,25,1.18,3.5
1076062.78,3.23,2.5,29,1.21,3.0
1476131.08,4.04,1.5,21,1.47,2.0
749674.31,2.83,1.5,27,1.3,2.0
736437.64,2.18,1.5,22,1.46,2.0
1132256.66,3.73,2.5,20,1.17,3.0
528070.65,2.94,2.5,29,1.32,3.0
1754081.56,3.75,2.5,26,1.49,3.0
839616.12,3.38,2.5,24,1.44,3.0
466031.33,2.2,3.0,21,1.2,3.5
393914.52,2.39,3.0,19,1.3,3.5
1210438.44,2.96,2.0,28,1.49,2.5
