T1,u,mte_loi,z1,HB1,overload_ratio,suggested_mte
457420.11,3.99,1.5,30,209.9,1.34,2.0
454127.74,2.51,2.5,22,233.4,1.21,3.0
263945.42,2.31,3.0,28,201.3,1.28,3.5
295619.91,2.68,2.0,28,229.0,1.3,2.5
498481.09,4.32,2.5,29,227.3,1.3,3.0
342307.77,3.24,2.5,25,230.2,1.22,3.0
320439.78,2.59,2.0,27,226.2,1.24,2.5
345183.05,4.49,2.5,21,229.5,1.29,3.0
219618.0,2.68,1.5,29,218.2,1.37,2.0
168200.64,3.36,1.5,20,230.0,1.18,2.0
246426.89,2.55,2.0,23,230.3,1.16,2.5
279504.92,3.98,2.0,28,227.3,1.42,2.5
162780.71,2.79,1.5,28,204.3,1.22,2.0
451455.24,2.26,1.5,24,192.9,1.31,2.0
313957.18,4.41,1.5,24,198.8,1.2,2.0
175837.48,3.06,1.5,21,212.1,1.2,2.0
473308.87,2.23,1.5,19,224.1,1.35,2.0
277971.25,3.67,3.0,30,220.7,1.18,3.5
315822.02,3.48,2.5,21,202.8,1.35,3.0
289643.92,4.03,1.5,21,197.8,1.28,2.0
223393.94,4.43,3.0,30,235.7,1.16,3.5
484199.56,2.5,1.5,22,239.3,1.4,2.0
218586.72,3.33,1.5,20,213.6,1.37,2.0
250244.64,3.18,2.0,27,229.0,1.19,2.5
401192.65,3.18,2.0,21,232.3,1.31,2.5
242210.59,3.86,1.5,22,191.7,1.16,2.0
223207.21,3.46,1.5,30,206.7,1.49,2.0
297123.09,2.92,1.5,29,227.6,1.44,2.0
409211.45,4.15,2.5,25,232.1,1.39,3.0
289236.55,3.48,2.5,28,198.4,1.49,3.0
290630.36,3.53,2.0,26,227.2,1.2,2.5
483162.2,4.18,1.5,23,212.1,1.38,2.0
423778.5,2.3,2.0,24,206.6,1.32,2.5
172208.73,2.92,2.5,29,214.6,1.16,3.0
277898.64,2.83,2.0,24,236.3,1.19,2.5
393241.24,2.65,1.5,22,207.0,1.15,2.0
412256.62,3.13,3.0,18,238.7,1.12,3.5
303970.7,3.35,2.0,28,231.1,1.36,2.5
160440.61,3.03,2.5,18,236.2,1.37,3.0
323472.48,2.54,3.0,23,232.6,1.31,3.5
233321.13,4.36,3.0,27,197.4,1.43,3.5
252006.64,3.65,2.0,25,233.1,1.11,2.5
399489.32,2.64,2.5,27,223.1,1.35,3.0
275593.53,4.5,2.0,22,235.8,1.2,2.5
469192.47,3.9,2.0,23,239.1,1.39,2.5
157925.33,2.22,2.0,24,206.0,1.43,2.5
479101.24,4.31,2.5,28,237.6,1.1,3.0
336417.97,2.95,2.0,18,208.0,1.16,2.5
288502.93,2.02,2.5,29,239.3,1.42,3.0
162813.66,2.68,1.5,29,232.3,1.21,2.0
472358.92,4.27,2.0,28,237.9,1.35,2.5
326144.63,2.18,3.0,26,217.9,1.16,3.5
188243.85,3.82,2.0,28,213.6,1.45,2.5
215036.18,3.22,2.5,26,230.4,1.38,3.0
186883.51,3.15,2.0,28,212.8,1.13,2.5
317411.91,3.41,3.0,22,208.8,1.25,3.5
379032.14,3.0,2.5,27,220.0,1.19,3.0
369867.92,2.66,1.5,21,215.8,1.21,2.0
183388.81,3.77,2.0,29,225.1,1.15,2.5
275781.58,3.0,2.0,26,230.4,1.19,2.5
483306.96,3.66,1.5,25,236.8,1.24,2.0
285381.97,2.32,2.0,29,223.1,1.28,2.5
237403.59,2.16,2.5,26,221.1,1.41,3.0
446102.33,3.94,1.5,18,207.1,1.42,2.0
152675.33,3.73,2.0,28,208.6,1.17,2.5
432625.89,4.47,2.0,25,231.8,1.35,2.5
456194.88,3.99,1.5,27,204.2,1.14,2.0
302885.67,3.65,2.0,18,214.7,1.16,2.5
315228.26,3.34,3.0,25,200.8,1.17,3.5
158088.94,2.19,3.0,28,199.6,1.35,3.5
451686.53,2.97,2.0,25,237.6,1.35,2.5
269070.92,2.31,2.5,28,233.9,1.46,3.0
373090.6,4.24,3.0,21,209.5,1.16,3.5
197933.68,2.31,2.5,29,192.3,1.41,3.0
413158.05,3.44,3.0,21,213.5,1.37,3.5
440214.78,3.85,2.0,21,209.0,1.21,2.5
386322.81,3.82,2.5,23,209.5,1.14,3.0
479027.84,3.45,2.5,24,208.9,1.39,3.0
228076.01,4.26,2.0,20,225.8,1.18,2.5
442114.56,3.08,2.0,23,196.5,1.38,2.5
457298.05,3.94,3.0,22,229.6,1.13,3.5
490195.12,2.33,2.0,29,200.5,1.12,2.5
497093.04,4.13,3.0,30,193.8,1.38,3.5
194641.35,3.35,3.0,18,219.4,1.33,3.5
205476.64,3.07,3.0,19,192.6,1.37,3.5
258662.86,2.19,2.0,19,206.6,1.4,2.5
154117.11,4.18,1.5,20,217.7,1.13,2.0
161960.02,2.45,3.0,29,199.8,1.26,3.5
219619.87,2.01,1.5,19,227.6,1.16,2.0
278006.0,2.77,3.0,26,217.0,1.41,3.5
189702.37,2.12,2.5,18,223.1,1.18,3.0
264171.75,3.06,2.5,24,193.5,1.34,3.0
397841.36,3.0,2.5,28,220.4,1.35,3.0
473772.31,3.64,2.5,26,238.6,1.46,3.0
393429.6,2.98,2.5,28,191.9,1.49,3.0
463148.98,3.38,2.0,26,210.7,1.11,2.5
167553.74,2.84,1.5,21,208.7,1.44,2.0
173851.32,3.12,3.0,25,207.9,1.45,3.5
369113.77,3.26,2.0,19,190.4,1.14,2.5
297424.14,3.58,1.5,29,204.8,1.33,2.0
174147.61,2.2,1.5,19,194.5,1.47,2.0
343978.37,2.81,2.5,25,230.7,1.27,3.0
424067.64,3.08,2.5,26,199.2,1.15,3.0
205082.82,3.42,1.5,27,207.4,1.29,2.0
387293.91,3.44,2.0,23,214.6,1.28,2.5
451374.8,2.01,1.5,24,237.3,1.41,2.0
169646.75,2.02,2.0,21,216.1,1.47,2.5
192223.98,4.48,2.5,18,202.4,1.17,3.0
418437.88,4.0,2.0,25,217.9,1.35,2.5
319632.42,2.32,2.5,22,207.0,1.3,3.0
245997.11,2.79,2.5,18,221.4,1.28,3.0
384716.93,2.05,3.0,23,215.4,1.13,3.5
289914.17,2.52,3.0,25,223.4,1.28,3.5
482314.05,2.37,3.0,23,201.8,1.19,3.5
478808.66,4.32,1.5,26,223.4,1.19,2.0
466757.78,3.22,2.5,22,224.5,1.18,3.0
310169.07,2.72,2.0,19,239.8,1.12,2.5
164505.91,2.51,2.0,20,205.0,1.32,2.5
270956.78,2.14,2.0,22,232.9,1.45,2.5
377243.31,3.62,2.5,21,212.5,1.39,3.0
451566.49,2.83,3.0,28,190.4,1.38,3.5
188460.66,2.64,1.5,28,238.5,1.25,2.0
490847.29,2.67,2.0,28,230.8,1.16,2.5
281732.32,3.11,1.5,27,205.7,1.13,2.0
473772.02,2.81,3.0,28,226.5,1.27,3.5
173000.63,2.59,1.5,24,193.5,1.39,2.0
191512.2,2.09,2.5,30,215.6,1.29,3.0
476807.46,2.42,1.5,23,202.6,1.27,2.0
377626.65,3.16,2.5,24,217.0,1.23,3.0
423269.74,3.34,3.0,28,205.7,1.43,3.5
478731.46,3.1,2.0,26,190.2,1.22,2.5
286577.61,3.57,1.5,25,239.3,1.14,2.0
418378.64,3.34,2.5,25,210.2,1.18,3.0
164996.74,3.57,1.5,24,214.5,1.47,2.0
201141.4,4.12,1.5,29,203.3,1.3,2.0
457313.59,4.25,2.5,22,219.2,1.23,3.0
151081.26,3.09,2.0,18,226.3,1.11,2.5
238948.96,2.89,1.5,29,233.5,1.31,2.0
304411.73,4.26,1.5,21,196.1,1.42,2.0
157977.36,4.46,1.5,28,215.7,1.49,2.0
399824.99,2.06,1.5,28,231.1,1.15,2.0
495206.53,2.39,2.5,20,207.0,1.28,3.0
308632.17,3.91,2.0,29,221.5,1.17,2.5
213834.75,3.6,1.5,24,234.4,1.35,2.0
318098.17,2.84,2.0,27,199.4,1.13,2.5
367343.4,3.02,2.0,22,226.3,1.4,2.5
356224.2,3.21,3.0,18,197.3,1.36,3.5
429031.54,4.09,1.5,25,233.1,1.28,2.0
488051.17,3.34,2.5,26,236.1,1.39,3.0
192442.33,2.14,3.0,28,192.3,1.32,3.5
455649.9,3.73,2.0,30,228.7,1.4,2.5
287753.86,2.68,1.5,25,203.2,1.47,2.0
168912.06,4.25,1.5,27,226.4,1.26,2.0
349911.87,4.04,2.0,27,202.8,1.17,2.5
402255.03,2.75,3.0,20,209.1,1.36,3.5
309991.86,4.5,1.5,20,196.5,1.23,2.0
176860.61,3.84,3.0,18,206.1,1.28,3.5
259423.74,2.18,1.5,20,202.2,1.16,2.0
376741.12,3.45,2.5,23,201.1,1.36,3.0
260195.02,3.12,3.0,27,236.6,1.4,3.5
353891.18,4.38,3.0,29,199.1,1.48,3.5
479117.54,3.22,2.5,28,194.4,1.47,3.0
475634.23,2.81,2.0,20,202.1,1.22,2.5
328594.64,3.05,2.5,18,198.3,1.21,3.0
173848.07,4.08,1.5,18,206.4,1.12,2.0
401304.29,3.36,1.5,30,211.3,1.13,2.0
290714.46,3.43,3.0,22,215.3,1.41,3.5
495447.42,3.29,2.5,29,209.3,1.46,3.0
294130.63,4.12,2.0,24,215.8,1.32,2.5
384922.62,2.07,2.5,20,193.2,1.2,3.0
389281.26,2.71,2.5,19,206.0,1.48,3.0
275453.57,3.82,1.5,26,211.3,1.46,2.0
314583.32,2.82,2.0,21,236.6,1.11,2.5
187838.72,2.32,1.5,19,209.0,1.38,2.0
474544.25,2.48,2.5,21,196.2,1.28,3.0
229384.33,3.64,2.0,30,237.7,1.24,2.5
385582.42,3.08,1.5,23,233.7,1.2,2.0
225687.96,2.59,2.0,30,225.6,1.14,2.5
290996.51,3.31,3.0,24,211.7,1.4,3.5
195399.37,4.25,1.5,28,239.1,1.26,2.0
225276.18,4.38,2.5,19,195.4,1.16,3.0
245219.56,2.31,1.5,21,208.0,1.35,2.0
242134.58,2.35,2.0,23,203.3,1.14,2.5
184622.89,4.09,2.5,24,201.4,1.16,3.0
358706.64,2.82,3.0,22,213.5,1.17,3.5
200252.53,3.54,2.5,21,201.8,1.4,3.0
239722.48,3.04,3.0,20,224.2,1.19,3.5
318322.51,3.3,1.5,30,218.6,1.43,2.0
459355.63,2.98,2.5,23,220.5,1.41,3.0
459027.42,4.14,2.5,26,212.4,1.21,3.0
175889.12,3.11,3.0,20,237.6,1.29,3.5
173698.54,2.83,2.5,24,226.8,1.36,3.0
392020.21,2.46,2.0,21,200.1,1.11,2.5
358694.12,3.99,3.0,29,212.5,1.12,3.5
239681.48,2.63,3.0,22,209.6,1.32,3.5
272749.19,4.1,2.0,28,198.8,1.33,2.5
397462.54,2.37,2.0,28,218.5,1.15,2.5
281578.65,2.74,2.0,21,214.8,1.44,2.5
318219.69,2.78,3.0,23,204.8,1.17,3.5
214696.06,2.61,2.0,20,230.3,1.14,2.5
332442.24,3.34,3.0,30,216.5,1.32,3.5
465285.22,3.43,1.5,22,199.3,1.26,2.0
426699.93,4.37,1.5,28,225.0,1.35,2.0
477754.57,3.42,2.5,24,202.5,1.16,3.0
181931.19,2.04,2.0,19,215.4,1.41,2.5
349626.27,2.59,1.5,26,218.8,1.11,2.0
208285.97,2.58,1.5,19,217.1,1.11,2.0
378287.54,3.16,3.0,28,213.7,1.15,3.5
369209.31,2.61,3.0,27,191.3,1.14,3.5
495196.19,2.41,2.0,18,232.9,1.36,2.5
286876.59,4.19,2.5,22,199.0,1.22,3.0
261926.22,2.06,1.5,18,218.0,1.12,2.0
315400.7,2.83,3.0,30,211.8,1.44,3.5
294577.5,3.85,1.5,29,221.5,1.32,2.0
242369.4,4.06,2.5,21,203.5,1.35,3.0
168103.5,3.61,2.0,18,201.3,1.45,2.5
220309.92,2.48,3.0,24,229.1,1.26,3.5
247865.12,3.92,3.0,27,231.9,1.17,3.5
461262.42,4.36,3.0,30,223.6,1.39,3.5
404780.42,4.06,3.0,29,226.0,1.21,3.5
446545.66,3.18,3.0,19,206.7,1.4,3.5
379348.33,4.42,3.0,26,190.9,1.13,3.5
294660.08,2.62,2.5,18,197.4,1.37,3.0
478196.02,2.89,3.0,22,238.0,1.12,3.5
337744.75,3.46,1.5,27,224.7,1.27,2.0
393957.41,2.99,2.0,24,238.5,1.12,2.5
184015.67,2.18,2.5,27,233.2,1.32,3.0
311911.14,2.84,3.0,27,225.9,1.1,3.5
290166.48,4.42,2.0,25,237.8,1.34,2.5
193457.34,3.82,1.5,26,204.6,1.34,2.0
333385.69,4.09,2.5,22,209.0,1.49,3.0
150457.61,2.34,2.0,22,204.5,1.45,2.5
460071.26,3.28,3.0,26,239.2,1.16,3.5
447615.15,4.11,1.5,27,226.8,1.27,2.0
184903.83,2.04,1.5,29,194.8,1.4,2.0
470131.57,2.5,1.5,25,212.4,1.35,2.0
305784.82,3.97,3.0,30,237.2,1.43,3.5
416470.35,2.03,1.5,20,220.3,1.29,2.0
164533.68,3.49,1.5,29,197.6,1.27,2.0
196248.15,3.82,2.5,30,212.1,1.27,3.0
389777.86,3.66,2.0,19,234.7,1.24,2.5
332633.74,3.72,2.5,19,201.7,1.15,3.0
442903.02,3.55,1.5,29,210.6,1.3,2.0
232533.72,4.25,3.0,29,199.9,1.14,3.5
374844.76,4.22,2.5,20,226.0,1.38,3.0
418939.99,3.13,2.5,27,202.3,1.14,3.0
440623.8,2.18,2.5,18,234.3,1.12,3.0
427474.78,2.29,3.0,21,230.3,1.32,3.5
383887.93,2.73,1.5,30,197.1,1.29,2.0
304175.79,2.27,1.5,24,235.0,1.25,2.0
379992.21,2.9,2.0,24,228.8,1.19,2.5
299987.68,3.21,1.5,18,223.2,1.48,2.0
496529.82,3.27,2.0,29,238.6,1.4,2.5
489325.78,3.31,2.5,24,196.7,1.22,3.0
498496.69,3.75,1.5,26,220.0,1.38,2.0
370537.9,4.48,2.5,29,214.4,1.1,3.0
396164.38,2.89,2.0,20,226.7,1.33,2.5
363485.0,2.4,2.5,21,232.1,1.39,3.0
457746.36,3.75,2.0,30,219.2,1.35,2.5
460680.48,2.55,2.0,28,196.3,1.16,2.5
171655.58,3.18,2.5,18,236.1,1.24,3.0
178445.08,2.7,3.0,22,213.3,1.43,3.5
177128.6,2.71,3.0,24,229.1,1.2,3.5
267522.27,4.18,3.0,23,195.4,1.35,3.5
326964.47,3.38,2.5,18,214.2,1.27,3.0
182939.21,2.85,2.0,21,197.3,1.19,2.5
185110.29,4.21,2.0,22,213.7,1.11,2.5
237789.89,3.6,1.5,25,233.4,1.44,2.0
443284.81,4.39,2.5,30,230.6,1.47,3.0
255401.48,2.97,1.5,20,235.7,1.1,2.0
463192.93,4.45,1.5,18,219.2,1.25,2.0
373567.56,2.45,1.5,29,223.0,1.24,2.0
342368.05,3.6,2.5,20,227.2,1.23,3.0
462549.31,3.58,1.5,23,195.6,1.42,2.0
229837.71,3.66,2.0,19,227.7,1.19,2.5
347719.24,2.84,2.5,20,231.6,1.19,3.0
368515.3,3.96,2.0,29,193.1,1.21,2.5
213499.05,2.74,2.0,25,199.0,1.5,2.5
295208.29,3.99,3.0,20,191.4,1.22,3.5
259680.32,2.68,2.0,21,201.3,1.1,2.5
163743.2,3.79,1.5,26,204.3,1.4,2.0
478195.24,3.48,1.5,20,199.8,1.33,2.0
465762.63,2.21,2.0,26,225.4,1.22,2.5
434033.56,2.55,2.5,28,215.2,1.12,3.0
413744.73,3.1,1.5,24,192.1,1.47,2.0
499722.51,3.98,2.5,20,192.4,1.23,3.0
490171.24,4.25,3.0,23,198.0,1.21,3.5
474838.8,3.74,3.0,20,198.7,1.11,3.5
413230.88,3.08,2.0,23,206.0,1.18,2.5
188644.05,4.19,3.0,30,228.1,1.26,3.5
468926.13,3.28,2.0,20,230.5,1.17,2.5
209526.18,2.39,2.5,22,194.7,1.3,3.0
221443.15,3.1,3.0,22,196.5,1.33,3.5
372341.93,3.79,1.5,26,201.6,1.46,2.0
417355.41,2.58,1.5,25,195.0,1.47,2.0
255147.48,2.37,1.5,24,225.4,1.22,2.0
407401.31,2.04,2.0,29,233.0,1.25,2.5
287683.22,3.86,2.5,27,197.2,1.28,3.0
449089.14,3.57,3.0,23,222.2,1.38,3.5
421965.02,2.32,2.0,29,196.3,1.21,2.5
228843.1,2.0,3.0,20,202.8,1.4,3.5
224530.37,2.43,3.0,23,192.8,1.24,3.5
356494.86,4.12,2.5,20,235.9,1.35,3.0
434969.82,3.36,2.0,18,218.4,1.46,2.5
351558.17,2.49,3.0,23,210.9,1.33,3.5
340500.47,2.33,2.0,22,232.5,1.22,2.5
432411.14,2.29,1.5,23,197.7,1.43,2.0
190215.28,2.12,1.5,23,200.5,1.42,2.0
161401.63,4.39,1.5,19,216.9,1.4,2.0
353388.48,3.82,1.5,18,196.7,1.25,2.0
460307.15,3.35,2.0,25,218.4,1.48,2.5
388953.8,3.4,2.0,29,233.2,1.13,2.5
353027.47,2.57,2.5,30,234.9,1.26,3.0
256388.57,3.68,2.5,25,201.1,1.13,3.0
167049.11,4.4,1.5,18,197.4,1.44,2.0
351454.27,3.64,2.5,21,223.3,1.19,3.0
268160.45,4.32,1.5,27,206.5,1.27,2.0
262286.39,2.11,3.0,25,227.2,1.26,3.5
424943.85,2.79,3.0,24,225.0,1.37,3.5
362553.1,2.58,3.0,20,224.0,1.33,3.5
246405.33,2.77,1.5,20,196.2,1.11,2.0
337435.72,2.71,2.5,19,204.7,1.26,3.0
182862.72,2.56,3.0,25,196.8,1.44,3.5
307343.06,2.62,2.5,28,207.2,1.17,3.0
422380.75,2.84,3.0,28,207.0,1.24,3.5
208778.13,3.74,3.0,27,218.1,1.42,3.5
185158.13,2.65,1.5,29,214.8,1.13,2.0
184503.04,3.54,2.0,20,201.1,1.36,2.5
235372.38,2.53,3.0,24,213.1,1.25,3.5
255236.91,2.2,2.5,30,220.9,1.41,3.0
266530.9,3.53,3.0,20,208.8,1.16,3.5
183256.03,3.71,3.0,21,192.7,1.22,3.5
423614.26,2.12,2.5,20,206.5,1.44,3.0
385916.32,2.95,2.0,19,220.3,1.15,2.5
254616.32,3.75,1.5,28,228.2,1.47,2.0
159981.33,2.78,3.0,29,239.2,1.19,3.5
328437.63,3.13,2.0,23,214.9,1.45,2.5
379108.34,3.65,3.0,24,215.1,1.42,3.5
273019.45,3.01,2.5,19,229.6,1.32,3.0
195697.81,2.61,1.5,27,210.3,1.47,2.0
458082.06,3.13,2.0,30,211.1,1.15,2.5
263063.95,2.25,2.0,23,216.2,1.33,2.5
211433.26,4.32,1.5,30,217.0,1.47,2.0
411525.13,4.14,3.0,29,194.8,1.21,3.5
420041.07,3.21,1.5,24,205.5,1.25,2.0
192494.8,3.73,2.5,26,231.6,1.43,3.0
334689.25,4.08,3.0,20,211.7,1.21,3.5
392594.34,2.49,3.0,24,214.0,1.37,3.5
355871.75,2.87,3.0,26,213.7,1.21,3.5
345948.19,2.73,2.0,18,193.0,1.27,2.5
322274.2,2.46,1.5,21,192.3,1.41,2.0
289279.55,3.28,1.5,29,201.8,1.45,2.0
384496.83,3.35,2.5,20,202.7,1.19,3.0
308523.42,2.81,3.0,30,200.7,1.34,3.5
451817.24,4.27,3.0,21,228.0,1.14,3.5
162176.69,3.93,2.0,24,229.3,1.49,2.5
314039.77,4.14,1.5,20,202.6,1.33,2.0
352125.15,3.53,2.5,22,209.3,1.22,3.0
498229.93,2.71,3.0,28,237.1,1.35,3.5
372052.8,3.84,2.5,30,200.7,1.4,3.0
494947.41,3.8,3.0,18,236.3,1.3,3.5
222948.04,2.99,2.0,18,215.3,1.15,2.5
410173.41,2.55,2.5,21,220.1,1.12,3.0
481501.13,2.32,3.0,23,191.0,1.47,3.5
431422.05,2.43,1.5,26,208.4,1.26,2.0
355719.91,4.2,1.5,27,197.1,1.14,2.0
180134.23,2.69,1.5,27,197.0,1.32,2.0
393098.53,3.77,1.5,21,220.3,1.36,2.0
342482.56,2.24,2.0,18,237.9,1.15,2.5
299967.55,3.02,1.5,19,223.3,1.4,2.0
453558.08,3.92,2.0,28,231.0,1.39,2.5
174105.2,3.89,2.0,22,222.1,1.22,2.5
375820.85,3.14,2.5,18,190.1,1.49,3.0
437233.92,3.09,2.5,30,199.8,1.14,3.0
170684.56,2.0,1.5,18,236.0,1.41,2.0
410345.6,4.11,2.5,18,194.4,1.17,3.0
241915.25,2.54,2.5,22,232.4,1.18,3.0
328379.5,3.98,3.0,26,212.3,1.28,3.5
200494.74,4.39,3.0,21,207.3,1.33,3.5
191273.55,3.13,3.0,28,194.7,1.32,3.5
213409.66,3.81,1.5,27,196.0,1.21,2.0
256806.67,3.24,3.0,18,195.5,1.46,3.5
411614.88,2.96,2.5,29,217.0,1.49,3.0
491552.9,2.6,2.5,25,197.4,1.46,3.0
344152.12,3.33,2.0,27,195.3,1.19,2.5
214871.58,2.85,2.5,25,198.6,1.18,3.0
154864.8,3.68,2.5,19,218.7,1.18,3.0
278609.39,3.33,1.5,25,217.5,1.13,2.0
361493.11,2.82,1.5,23,191.3,1.27,2.0
380165.53,2.81,1.5,25,223.2,1.29,2.0
281398.38,3.58,3.0,20,210.9,1.34,3.5
239160.78,4.38,2.0,22,212.6,1.27,2.5
380817.59,2.81,3.0,23,217.7,1.16,3.5
313049.44,3.89,1.5,27,192.8,1.5,2.0
402889.77,4.4,3.0,28,212.9,1.3,3.5
485450.08,2.37,2.0,23,237.6,1.41,2.5
280767.75,4.48,2.0,19,204.7,1.16,2.5
476769.18,2.76,3.0,19,204.1,1.14,3.5
412079.11,3.03,1.5,27,205.4,1.32,2.0
349822.9,2.5,2.0,28,209.8,1.21,2.5
185459.65,2.14,3.0,24,227.8,1.38,3.5
323067.24,2.0,1.5,23,234.0,1.25,2.0
272640.92,3.86,2.5,27,203.1,1.11,3.0
499292.52,3.51,3.0,26,234.1,1.11,3.5
155071.02,3.02,1.5,28,202.9,1.29,2.0
382032.0,4.0,2.0,21,236.2,1.43,2.5
340103.49,3.96,2.5,29,194.0,1.31,3.0
241188.69,4.16,2.5,29,233.6,1.39,3.0
198349.38,4.31,2.0,23,197.4,1.42,2.5
199256.82,4.49,2.0,28,238.3,1.12,2.5
447818.82,2.18,2.5,19,200.7,1.19,3.0
472858.13,2.0,1.5,21,208.8,1.11,2.0
166841.62,2.46,3.0,27,235.0,1.41,3.5
237366.34,2.87,1.5,26,228.0,1.31,2.0
468054.28,3.03,1.5,23,232.4,1.18,2.0
263164.42,2.68,1.5,30,193.2,1.36,2.0
322553.19,3.84,2.0,29,213.1,1.15,2.5
294766.19,3.27,1.5,24,196.1,1.31,2.0
156716.1,2.33,2.5,28,221.1,1.25,3.0
412985.87,2.77,2.0,25,224.4,1.47,2.5
369066.87,3.71,3.0,28,203.7,1.42,3.5
299735.05,3.5,3.0,21,230.8,1.2,3.5
371095.41,4.42,1.5,25,235.8,1.44,2.0
348052.54,3.67,1.5,20,236.9,1.39,2.0
371696.76,3.57,1.5,25,236.4,1.39,2.0
211235.65,2.06,2.0,27,214.8,1.28,2.5
363047.99,2.91,2.0,18,211.2,1.33,2.5
467309.99,3.07,3.0,21,227.7,1.2,3.5
452908.26,4.44,3.0,26,211.0,1.21,3.5
214070.35,2.59,3.0,25,228.1,1.35,3.5
173569.02,3.66,1.5,18,239.0,1.26,2.0
498708.62,4.03,1.5,22,212.4,1.19,2.0
155585.36,3.7,2.0,30,207.5,1.37,2.5
462486.29,2.22,1.5,28,203.3,1.23,2.0
344227.53,2.59,2.0,18,197.1,1.22,2.5
160698.95,3.73,2.5,29,212.0,1.19,3.0
444055.38,4.32,1.5,29,197.8,1.47,2.0
354436.62,4.06,1.5,24,225.9,1.2,2.0
340841.76,4.01,2.0,25,218.6,1.36,2.5
308326.19,4.13,3.0,26,230.2,1.49,3.5
480323.0,2.35,2.0,30,234.7,1.4,2.5
388166.0,3.83,1.5,22,190.1,1.15,2.0
440066.84,3.85,1.5,20,203.1,1.1,2.0
172191.12,3.09,2.5,18,219.0,1.12,3.0
448315.5,3.13,3.0,22,194.8,1.37,3.5
190793.58,3.89,2.0,24,190.9,1.5,2.5
295820.12,2.59,1.5,21,214.5,1.49,2.0
434387.02,4.02,2.0,25,206.2,1.36,2.5
372307.13,2.1,3.0,23,206.9,1.23,3.5
163814.37,4.08,2.5,26,204.5,1.24,3.0
171046.15,2.77,2.5,26,201.8,1.23,3.0
253837.85,3.96,2.5,21,222.8,1.47,3.0
173739.03,3.07,2.5,19,235.9,1.46,3.0
358702.1,2.55,2.5,30,212.4,1.42,3.0
153167.36,2.18,2.5,30,220.0,1.48,3.0
277542.75,2.19,2.5,30,197.3,1.18,3.0
372985.22,2.81,2.5,21,190.8,1.38,3.0
438191.45,2.19,3.0,25,219.8,1.18,3.5
288773.3,3.01,2.5,20,226.5,1.45,3.0
327522.09,4.22,3.0,19,213.8,1.11,3.5
367015.52,2.4,2.0,29,201.6,1.36,2.5
298072.26,3.74,3.0,30,224.0,1.11,3.5
308056.74,2.45,2.0,23,201.3,1.29,2.5
454030.08,3.87,3.0,20,207.4,1.25,3.5
190972.08,4.22,2.5,29,232.5,1.24,3.0
219195.7,4.35,1.5,19,211.0,1.14,2.0
236507.12,3.38,3.0,18,207.1,1.49,3.5
344029.17,3.73,1.5,25,220.1,1.28,2.0
214747.51,2.5,1.5,27,202.0,1.29,2.0
409795.35,2.17,1.5,24,233.7,1.33,2.0
360176.56,3.09,2.0,24,235.1,1.28,2.5
197896.81,2.42,2.0,19,196.8,1.36,2.5
475302.24,2.53,1.5,23,233.3,1.21,2.0
305035.53,3.53,3.0,26,211.9,1.13,3.5
166432.66,3.39,2.5,19,208.0,1.3,3.0
454385.66,2.9,3.0,23,239.9,1.39,3.5
195592.84,4.14,1.5,26,198.6,1.3,2.0
209283.25,2.09,1.5,21,201.2,1.4,2.0
347750.19,2.82,2.5,22,235.6,1.44,3.0
454412.27,2.63,3.0,30,194.0,1.44,3.5
254611.3,2.8,2.0,23,191.0,1.37,2.5
430380.67,2.38,3.0,30,225.6,1.42,3.5
193924.64,3.7,2.0,22,192.6,1.48,2.5
353457.75,2.55,2.5,19,214.9,1.17,3.0
294002.12,2.29,3.0,25,224.1,1.29,3.5
419036.14,2.49,3.0,23,227.5,1.24,3.5
340013.59,4.4,2.5,20,231.8,1.25,3.0
498802.89,2.03,3.0,18,232.7,1.34,3.5
436216.16,2.5,3.0,20,224.7,1.22,3.5
325909.24,2.51,2.5,27,231.6,1.29,3.0
380303.26,4.31,2.5,25,209.3,1.47,3.0
204833.14,2.51,2.5,24,212.8,1.18,3.0
478200.74,3.58,1.5,21,217.7,1.18,2.0
415920.87,3.6,1.5,24,220.3,1.27,2.0
473700.33,3.05,3.0,27,237.0,1.3,3.5
306120.68,4.47,2.0,20,199.2,1.45,2.5
396380.07,4.31,1.5,28,229.1,1.3,2.0
464595.11,3.87,2.5,24,207.2,1.39,3.0
448023.62,4.15,2.5,21,226.5,1.28,3.0
249812.07,3.12,2.0,21,207.8,1.46,2.5
423128.4,3.71,2.5,25,228.6,1.3,3.0
429651.84,2.8,2.0,28,237.1,1.3,2.5
484153.56,2.53,3.0,24,205.7,1.16,3.5
366716.23,3.65,3.0,20,216.9,1.16,3.5
269019.87,3.74,2.5,19,190.8,1.36,3.0
220027.4,3.3,3.0,28,206.0,1.12,3.5
242608.32,3.49,3.0,19,239.7,1.26,3.5
228085.38,3.89,1.5,24,195.9,1.49,2.0
373877.85,4.31,2.0,26,205.9,1.43,2.5
304946.88,2.44,2.5,27,223.8,1.14,3.0
367514.01,4.06,3.0,20,205.4,1.34,3.5
216243.44,2.78,1.5,26,193.2,1.2,2.0
479111.02,2.43,2.0,20,220.0,1.16,2.5
283737.37,3.45,3.0,28,212.7,1.45,3.5
401790.01,2.07,2.0,30,237.1,1.37,2.5
357485.39,4.34,3.0,28,235.6,1.41,3.5
481144.79,3.58,1.5,27,214.7,1.15,2.0
